完美,wán měi,perfect
完善,wán shàn,perfect
完整,wán zhěng,complete
玩具,wán jù,plaything
万一,wàn yī,just in case
王子,wáng zǐ,prince
往返,wǎng fǎn,to go back and forth
微笑,wēi xiào,smile
威胁,wēi xié,to threaten
危害,wēi hài,to jeopardize
违反,wéi fǎn,to violate (a law)
维护,wéi hù,to defend
围巾,wéi jīn,scarf
围绕,wéi rào,to revolve around
唯一,wéi yī,only
尾巴,wěi ba,tail
伟大,wěi dà,great
委屈,wěi qu,to feel wronged
委托,wěi tuō,to entrust
胃,wèi,stomach
位置,wèi zhi,position
未必,wèi bì,not necessarily
未来,wèi lái,future
卫生间,wèi shēng jiān,bathroom
温暖,wēn nuǎn,warm
温柔,wēn róu,gentle and soft
闻,wén,to hear
文件,wén jiàn,document
文具,wén jù,stationery
文明,wén míng,civilized
文学,wén xué,literature
吻,wěn,kiss
稳定,wěn dìng,steady
问候,wèn hòu,to give one's respects
卧室,wò shì,bedroom
屋子,wū zi,house
无奈,wú nài,helpless
无数,wú shù,countless
武器,wǔ qì,weapon
武术,wǔ shù,military skill or technique (in former times)
雾,wù,fog
物理,wù lǐ,physics
物质,wù zhì,matter
吸收,xī shōu,to absorb
系,xì,to connect
系统,xì tǒng,system
细节,xì jié,details
戏剧,xì jù,drama
瞎,xiā,blind
吓,xià,to frighten
下载,xià zǎi,to download
鲜艳,xiān yàn,bright-colored
显得,xiǎn de,to seem
显然,xiǎn rán,clear
显示,xiǎn shì,to show
县,xiàn,county
现金,xiàn jīn,cash
现实,xiàn shí,reality
现象,xiàn xiàng,appearance
相处,xiāng chǔ,to be in contact with
相当,xiāng dāng,equivalent to
相对,xiāng duì,relatively
相关,xiāng guān,to be interrelated
相似,xiāng sì,to resemble
想念,xiǎng niàn,to miss
想象,xiǎng xiàng,to imagine
享受,xiǎng shòu,to enjoy
项,xiàng,back of neck
项链,xiàng liàn,necklace
项目,xiàng mù,item
橡皮,xiàng pí,rubber
象棋,xiàng qí,Chinese chess
象征,xiàng zhēng,emblem
消费,xiāo fèi,to consume
消化,xiāo huà,to digest
消灭,xiāo miè,to put an end to
消失,xiāo shī,to disappear
销售,xiāo shòu,to sell
小吃,xiǎo chī,snack
小伙子,xiǎo huǒ zi,young man
小麦,xiǎo mài,wheat
小气,xiǎo qì,stingy
小偷,xiǎo tōu,thief
效率,xiào lǜ,efficiency
孝顺,xiào shùn,filial piety
歇,xiē,to rest
斜,xié,inclined
协调,xié tiáo,to coordinate
心理,xīn lǐ,mental
心脏,xīn zàng,heart
欣赏,xīn shǎng,to appreciate
信封,xìn fēng,envelope
信号,xìn hào,signal
信息,xìn xī,information
行动,xíng dòng,operation
行人,xíng rén,pedestrian
行为,xíng wéi,action
形成,xíng chéng,to form
形容,xíng róng,to describe
形式,xíng shì,form
形势,xíng shì,circumstances
形象,xíng xiàng,image
形状,xíng zhuàng,form
性质,xìng zhì,nature
幸亏,xìng kuī,fortunately
幸运,xìng yùn,fortunate
胸,xiōng,chest
兄弟,xiōng dì,brothers
雄伟,xióng wěi,grand
修改,xiū gǎi,to amend
休闲,xiū xián,leisure
虚心,xū xīn,modest
叙述,xù shù,to relate (a story or information)
宣布,xuān bù,to declare
宣传,xuān chuán,to disseminate
选举,xuǎn jǔ,to elect
学期,xué qī,term
学术,xué shù,learning
学问,xué wèn,learning
寻找,xún zhǎo,to seek
询问,xún wèn,to inquire
训练,xùn liàn,to train
迅速,xùn sù,rapid
延长,yán cháng,to prolong
严肃,yán sù,solemn
宴会,yàn huì,banquet
阳台,yáng tái,balcony
痒,yǎng,to itch
样式,yàng shì,type
腰,yāo,waist
摇,yáo,to shake
咬,yǎo,to bite
要不,yào bù,otherwise
要是,yào shi,if
夜,yè,night
液体,yè tǐ,liquid
业务,yè wù,business
业余,yè yú,spare time
依然,yī rán,still
一辈子,yī bèi zi,(for) a lifetime
一旦,yī dàn,in case (sth happens)
一路,yī lù,the whole journey
一致,yī zhì,unanimous
遗憾,yí hàn,regret
移动,yí dòng,to move
移民,yí mín,to immigrate
疑问,yí wèn,question
乙,yǐ,second of 10 heavenly stems 十天干
以及,yǐ jí,as well as
以来,yǐ lái,since (a previous event)
意外,yì wài,unexpected
意义,yì yì,sense
议论,yì lùn,to comment
义务,yì wù,duty
因而,yīn ér,therefore
因素,yīn sù,element
银,yín,silver
英俊,yīng jùn,handsome
英雄,yīng xióng,hero
迎接,yíng jiē,to meet
营养,yíng yǎng,nutrition
营业,yíng yè,to do business
影子,yǐng zi,shadow
硬币,yìng bì,coin
硬件,yìng jiàn,hardware
应付,yìng fu,to deal with
应聘,yìng pìn,to accept a job offer
应用,yìng yòng,to use
拥抱,yōng bào,to embrace
拥挤,yōng jǐ,crowded
勇气,yǒng qì,courage
用途,yòng tú,use
优惠,yōu huì,preferential
优美,yōu měi,graceful
优势,yōu shì,superiority
悠久,yōu jiǔ,established
邮局,yóu jú,post office
游览,yóu lǎn,to go sight-seeing
油炸,yóu zhá,to deep fry
犹豫,yóu yù,to hesitate
有利,yǒu lì,advantageous
幼儿园,yòu ér yuán,kindergarten
娱乐,yú lè,to entertain
与其,yǔ qí,rather than...
语气,yǔ qì,tone
宇宙,yǔ zhòu,universe
预报,yù bào,forecast
预订,yù dìng,to place an order
预防,yù fáng,to prevent
玉米,yù mǐ,corn
元旦,yuán dàn,New Year's Day
原料,yuán liào,raw material
原则,yuán zé,principle
缘故,yuán gù,reason
愿望,yuàn wàng,desire
晕,yūn,confused
运气,yùn qi,luck (good or bad)
运输,yùn shū,transport
运用,yùn yòng,to use
灾害,zāi hài,disastrous damage
再三,zài sān,over and over again
赞成,zàn chéng,to approve
赞美,zàn měi,to admire
糟糕,zāo gāo,too bad
造成,zào chéng,to bring about
则,zé,conjunction used to express contrast with a previous sentence or clause
责备,zé bèi,to blame
摘,zhāi,to take
粘贴,zhān tiē,to stick
展开,zhǎn kāi,to unfold
展览,zhǎn lǎn,to put on display
战争,zhàn zhēng,war
占线,zhàn xiàn,busy (telephone line)
涨,zhǎng,to rise (of prices
掌握,zhǎng wò,to grasp (often fig.)
账户,zhàng hù,bank account
招待,zhāo dài,to receive (guests)
着凉,zháo liáng,to catch cold
照常,zhào cháng,(business etc) as usual
召开,zhào kāi,to convene (a conference or meeting)
哲学,zhé xué,philosophy
真理,zhēn lǐ,truth
真实,zhēn shí,true
针对,zhēn duì,to be directed against
珍惜,zhēn xī,to treasure
诊断,zhěn duàn,diagnosis
枕头,zhěn tou,pillow
阵,zhèn,disposition of troops
振动,zhèn dòng,vibration
睁,zhēng,to open (one's eyes)
争论,zhēng lùn,to argue
争取,zhēng qǔ,to fight for
征求,zhēng qiú,to solicit
整个,zhěng gè,whole
整体,zhěng tǐ,whole entity
正,zhèng,just (right)
政策,zhèng cè,policy
政府,zhèng fǔ,government
政治,zhèng zhì,politics
证件,zhèng jiàn,paperwork
证据,zhèng jù,evidence
挣钱,zhèng qián,to make money
支,zhī,to support
支票,zhī piào,check (bank)
直,zhí,straight
执行,zhí xíng,to implement
执照,zhí zhào,a license
指导,zhǐ dǎo,to guide
指挥,zhǐ huī,to conduct
制定,zhì dìng,to draw up
制度,zhì dù,system (e.g. political
制作,zhì zuò,to make
智慧,zhì huì,wisdom
至今,zhì jīn,so far
至于,zhì yú,as for
治疗,zhì liáo,to treat
志愿者,zhì yuàn zhě,volunteer
秩序,zhì xù,order (orderly)
钟,zhōng,clock
中介,zhōng jiè,to act as intermediary
中心,zhōng xīn,center
中旬,zhōng xún,middle third of a month
重,zhòng,heavy
重量,zhòng liàng,weight
周到,zhōu dao,thoughtful
逐步,zhú bù,progressively
竹子,zhú zi,bamboo
煮,zhǔ,to cook
主持,zhǔ chí,to take charge of
主观,zhǔ guān,subjective
主人,zhǔ rén,master
主席,zhǔ xí,chairperson
主张,zhǔ zhāng,to advocate
嘱咐,zhǔ fù,to tell
祝福,zhù fú,blessings
注册,zhù cè,to register
抓紧,zhuā jǐn,to grasp firmly
专家,zhuān jiā,expert
专心,zhuān xīn,to concentrate
转变,zhuǎn biàn,to change
转告,zhuǎn gào,to pass on
装,zhuāng,adornment
装饰,zhuāng shì,to decorate
状况,zhuàng kuàng,condition
状态,zhuàng tài,state of affairs
追求,zhuī qiú,to pursue (a goal etc) stubbornly
资格,zī gé,qualifications
资金,zī jīn,funds
资料,zī liào,material
资源,zī yuán,natural resource (such as water or minerals)
姿势,zī shì,posture
咨询,zī xún,to consult
紫,zǐ,purple
字幕,zì mù,caption
自从,zì cóng,since (a time)
自动,zì dòng,automatic
自豪,zì háo,(feel a sense of) pride
自觉,zì jué,conscious
自私,zì sī,selfish
自信,zì xìn,to have confidence in oneself
自由,zì yóu,freedom
自愿,zì yuàn,voluntary
综合,zōng hé,comprehensive
宗教,zōng jiào,religion
总裁,zǒng cái,chairman
总共,zǒng gòng,altogether
总理,zǒng lǐ,premier
总算,zǒng suàn,at long last
总统,zǒng tǒng,president (of a country)
总之,zǒng zhī,in a word
组合,zǔ hé,to assemble
阻止,zǔ zhǐ,to prevent
祖国,zǔ guó,ancestral land CL:個|个[gè]
祖先,zǔ xiān,ancestor
醉,zuì,intoxicated
最初,zuì chū,first
罪犯,zuì fàn,criminal
尊敬,zūn jìng,respect
遵守,zūn shǒu,to comply with
作品,zuò pǐn,work (of art)
作为,zuò wéi,one's conduct
作文,zuò wén,to write an essay
